-3749, 1637
2039, -1067
2067, 3843
-184, 1947
1267, -1379
-386, -1571
-799, 1577
-799, 1577
1104, 4979
1845, -4271
1845, -4271
1845, -4271
-2495, -2663
340, 3526
1967, -875
-2256, -568
-2256, -568
1073, -599
-1280, -322
-1280, -322
-1280, -322
-614, -205
453, 566
-882, 975
1251, -404
1251, -404
-1810, 595
1885, 826
1885, 826
1885, 826
-4357, 4933
6322, -918
2293, 899
-1062, -2458
-1062, -2458
-2289, -103
1756, 1312
1756, 1312
1756, 1312
-2323, 298
1974, 1097
323, 3754
2062, -2941
2062, -2941
353, 766
588, -785
588, -785
588, -785
-3164, 1839
3437, 490
-1746, -1211
667, 2112
667, 2112
-724, -2339
-583, 2064
-583, 2064
-583, 2064
-162, 1658
1428, -1410
-3948, -838
2378, 2806
2378, 2806
-5258, -2486
2786, 5040
2786, 5040
2786, 5040
70, -3535
-2487, 2702
2560, 113
-1803, -1780
-1803, -1780
882, 1711
-237, -2274
-237, -2274
-237, -2274
4840, -2260
-5193, -1543
1018, -1534
-2213, 481
-2213, 481
-1230, 3596
3535, -1905
3535, -1905
3535, -1905
-1239, 876
1461, 326
3217, -1894
-3513, -578
-3513, -578
199, -1260
-1157, 1054
-1157, 1054
-1157, 1054
-2655, -626
1497, 2374
91, 2440
1713, -2002
1713, -2002
-245, -680
-43, 982
-43, 982
-43, 982
-547, 4535
3186, -3112
-143, 5671
3652, -4086
3652, -4086
-71, -613
-644, 274
-644, 274
-644, 274
-1203, -296
587, 1218
-57, 350
-3, 112
-3, 112
-1253, -2350
-495, 2548
-495, 2548
-495, 2548
-1373, 953
1554, 244
2381, 523
-1776, -1614
-1776, -1614
297, 333
-260, -792
-260, -792
-260, -792
3243, -3334
-4633, 272
633, 4892
2669, -3814
2669, -3814
821, 32
-665, -804
-665, -804
-665, -804
2583, -1666
-2663, -608
-1399, -1316
205, 1532
205, 1532
2791, 770
-1635, -2816
-1635, -2816
-1635, -2816
-407, 3995
2587, -2839
-2565, -205
1623, 2187
1623, 2187
699, -1409
-1423, 737
-1423, 737
-1423, 737
-3437, 532
2639, 1968
37, -1516
-1175, 1460
-1175, 1460
1919, -1572
-2321, -32
-2321, -32
-2321, -32
-864, 1464
1643, -245
1114, -1218
-1781, 123
-1781, 123
-2230, 3616
4129, -1177
4129, -1177
4129, -1177
2428, -2285
-3223, 66
10, 3903
2577, -3312
2577, -3312
-888, -2993
-1049, 2856
-1049, 2856
-1049, 2856
2081, 1804
-394, -2749
-3125, -358
2450, 2275
2450, 2275
2619, -2700
-3302, 265
-3302, 265
-3302, 265
-355, 4571
3359, -3235
1223, 1997
1, -2129
1, -2129
3837, 3989
-137, -5421
-137, -5421
-137, -5421
2749, 696
-2058, -2183
-2265, 304
1708, 1277
1708, 1277
-545, 1068
1338, -721
1338, -721
1338, -721
-1956, -3758
-762, 4076
-1938, 4218
4182, -1878
4182, -1878
398, 178
-358, -322
-358, -322
-358, -322
-2795, -2564
165, 4002
89, 1776
1235, -1520
1235, -1520
2279, 2514
-169, -3276
-169, -3276
-169, -3276
784, -2193
-2049, 1200
548, -1097
-1325, 228
-1325, 228
-1962, -2831
-705, 3172
-705, 3172
-705, 3172
-611, 2351
1695, -1055
-585, 899
1101, -631
1101, -631
2183, 973
-879, -2409
-879, -2409
-879, -2409
409, -270
-200, 331
-1999, -1898
380, 2707
380, 2707
-63, 764
636, -299
636, -299
636, -299
3134, 2070
-874, -3496
-3698, -4210
150, 5632
150, 5632
-144, -2860
-1742, 1876
-1742, 1876
-1742, 1876
255, 1664
1090, -1299
-915, 1000
1498, -5
1498, -5
321, 884
752, -995
752, -995
752, -995
-2920, 2419
3703, -84
-942, -2451
-359, 2486
-359, 2486
-808, 3543
2991, -1992
2991, -1992
2991, -1992
1686, 474
-1061, -1369
2710, 1376
-899, -2669
-899, -2669
-476, -2634
-1225, 2557
-1225, 2557
-1225, 2557
-1254, 1819
2152, -833
492, 1119
330, -1513
330, -1513
3472, -3199
-4594, 161
-4594, 161
-4594, 161
-1153, -587
712, 1384
-1601, 1545
2202, -50
2202, -50
-1419, -263
1186, 1216
1186, 1216
1186, 1216
-1111, 3178
3318, -1727
-2891, -2692
446, 4099
446, 4099
-4007, 1256
4272, 2013
4272, 2013
4272, 2013
-2458, 1720
3372, 30
-1242, 2030
2680, -356
2680, -356
1674, 3492
838, -3796
838, -3796
838, -3796
-2621, -726
2059, 2048
1241, -566
-1215, -492
-1215, -492
-567, -1442
-781, 934
-781, 934
-781, 934
1640, 381
-595, -1410
-104, -293
-245, 614
-245, 614
732, 983
-139, -964
-139, -964
-139, -964
-507, 2853
1933, -1651
2185, 1805
-353, -2369
-353, -2369
-1269, -847
465, 1611
465, 1611
465, 1611
-2194, -301
1648, 1525
4758, -299
-3976, -2881
-3976, -2881
1918, -179
-1492, -1565
-1492, -1565
-1492, -1565
-995, 2535
2037, -1435
-2145, -449
1247, 1425
1247, 1425
5455, -611
-4735, -3131
-4735, -3131
-4735, -3131
2459, -1666
-3237, 106
177, -1950
-1285, 1268
-1285, 1268
393, -1168
-1189, 654
-1189, 654
-1189, 654
4412, 4047
-811, -6032
436, -1475
-1399, 462
-1399, 462
-2170, -2451
155, 3298
155, 3298
155, 3298
899, -1263
-1507, 623
2147, -1347
-2797, -227
-2797, -227
489, 3257
1637, -3079
1637, -3079
1637, -3079
-893, 2328
2321, -1212
-735, 524
905, 218
905, 218
-2775, -3526
123, 4394
123, 4394
123, 4394
-3744, -2394
1081, 4383
-116, -564
-309, 595
-309, 595
-1460, -806
725, 1331
725, 1331
725, 1331
955, -3040
-2838, 1715
-281, 1248
1104, -731
1104, -731
2297, 122
-1908, -1387
-1908, -1387
-1908, -1387
1108, 457
-523, -1336
-2686, 2347
3795, -134
3795, -134
558, 379
-217, -1002
-217, -1002
-217, -1002
369, -2121
-1990, 1642
607, 43
-302, -764
-302, -764
203, -1899
-1380, 1244
-1380, 1244
-1380, 1244
1630, 35
-1491, -1334
380, -1481
-1305, 1182
-1305, 1182
2656, -71
-1975, -1910
-1975, -1910
-1975, -1910
137, 3061
1782, -2332
-299, 1381
1290, -1216
1290, -1216
55, -1113
-656, 742
-656, 742
-656, 742
-943, 4918
4128, -2975
-829, 1866
1754, -547
1754, -547
-657, 1296
1326, -521
1326, -521
1326, -521
925, -1998
-2061, 670
-709, 2366
1819, -1620
1819, -1620
1387, -3186
-3147, 1586
-3147, 1586
-3147, 1586
2080, 494
-1360, -1528
3264, 1736
-1268, -3334
-1268, -3334
-3690, 2378
4142, 376
4142, 376
4142, 376
1546, 691
-841, -1382
-2266, -2221
557, 3044
557, 3044
986, 705
-195, -1406
-195, -1406
-195, -1406
-1778, -3102
-493, 3547
-102, -1720
-873, 1553
-873, 1553
-594, -826
-249, 1351
-249, 1351
-249, 1351
-2506, -757
1512, 2047
-3600, -3
2798, 2441
2798, 2441
434, -3665
-2458, 2381
-2458, 2381
-2458, 2381
1581, -432
-1658, -697
-1857, 294
1700, 801
1700, 801
357, -1224
-1146, 747
-1146, 747
-1146, 747
