-3941, -2751
1091, 4485
1091, 4485
1091, 4485
1225, -1502
-1601, 404
-2123, 1150
2083, 392
2083, 392
2573, -2708
-3503, 568
-3503, 568
-3503, 568
-2088, 774
1993, 903
-2048, 2354
3051, -779
3051, -779
38, -1722
-1017, 1387
-1017, 1387
-1017, 1387
-2848, -579
1613, 2144
-80, -3039
-1403, 2068
-1403, 2068
126, 3231
1645, -2524
1645, -2524
1645, -2524
-695, -858
-186, 1025
1019, -672
-1320, -29
-1320, -29
-1839, -252
1162, 1255
1162, 1255
1162, 1255
-797, -577
395, 891
655, -1591
-1339, 983
-1339, 983
-3657, -1221
2103, 3035
2103, 3035
2103, 3035
-1645, 516
1800, 653
-1503, -294
782, 1227
782, 1227
-1693, 1710
2824, -501
2824, -501
2824, -501
-2622, 1162
2890, 734
-724, 1868
1838, -550
1838, -550
3192, 1124
-1832, -3224
-1832, -3224
-1832, -3224
-3041, -428
2059, 2042
-1339, -580
611, 1276
611, 1276
3027, -124
-2805, -1706
-2805, -1706
-2805, -1706
474, -1089
-1151, 368
-3506, -4049
-85, 5110
-85, 5110
1728, 2311
93, -3074
93, -3074
93, -3074
-1151, -2123
-297, 2263
1089, -1183
-1587, 145
-1587, 145
-1073, -1265
119, 1915
119, 1915
119, 1915
233, -90
-386, -323
-391, -1042
-408, 1023
-408, 1023
871, 1396
128, -1701
128, -1701
128, -1701
-26, -258
20, -150
-2956, 4224
5024, -1662
5024, -1662
-2742, 42
2072, 1810
2072, 1810
2072, 1810
-1489, 840
1816, 319
-271, 2154
1780, -1597
1780, -1597
-2027, -1036
946, 2007
946, 2007
946, 2007
-3362, -873
2207, 2946
-312, 615
785, -222
785, -222
352, -3579
-2755, 2432
-2755, 2432
-2755, 2432
2194, 258
-1733, -1781
640, -732
-987, 145
-987, 145
-280, -306
5, 483
5, 483
5, 483
-400, -109
32, 585
1066, -2303
-2094, 1307
-2094, 1307
-2262, -1127
978, 2239
978, 2239
978, 2239
-1551, 1371
1540, -320
-2929, -3407
-28, 4152
-28, 4152
1427, -3045
-3188, 1414
-3188, 1414
-3188, 1414
869, 2608
882, -2033
3279, 1840
-1394, -3311
-1394, -3311
-2225, -1548
604, 2875
604, 2875
604, 2875
4818, -840
-4298, -2608
30, -816
-580, 398
-580, 398
714, -3844
-3318, 2424
-3318, 2424
-3318, 2424
725, 1080
225, -1638
37, 354
427, -38
427, -38
2217, -3080
-3269, 1032
-3269, 1032
-3269, 1032
2472, 643
-1299, -2712
722, 859
289, -1190
289, -1190
-416, 1401
1061, -982
1061, -982
1061, -982
-799, 1849
1513, -479
603, -457
-807, 85
-807, 85
-1699, -1543
553, 2281
553, 2281
553, 2281
1234, -119
-750, -595
370, 255
-176, -223
-176, -223
1598, -1613
-2108, 229
-2108, 229
-2108, 229
-1231, 723
1063, 207
2145, 523
-1243, -1587
-1243, -1587
-1459, -1583
47, 1805
47, 1805
47, 1805
-499, -1126
59, 1196
-1889, 966
2099, 70
2099, 70
1007, 2880
1271, -2664
1271, -2664
1271, -2664
424, 211
-663, -760
-378, 1321
1165, -448
1165, -448
-5494, 3029
6173, 1088
6173, 1088
6173, 1088
-277, -1229
-377, 439
-1479, -1039
185, 2017
185, 2017
209, 299
159, -387
159, -387
159, -387
-501, -2074
-969, 2116
229, 2898
1749, -2008
1749, -2008
-1697, -2126
281, 2270
281, 2270
281, 2270
1060, -2198
-2351, 927
-6024, 574
4847, 3385
4847, 3385
4766, -492
-3781, -2639
-3781, -2639
-3781, -2639
1661, 170
-1206, -1121
-399, 1388
1394, -783
1394, -783
1517, 2808
422, -3091
422, -3091
422, -3091
-1068, 201
975, 786
-1254, 1819
1831, -826
1831, -826
-1120, 957
1185, 60
1185, 60
1185, 60
2381, -3613
-4238, 1642
-2013, -4117
-716, 4698
-716, 4698
3053, 2189
-1012, -3178
-1012, -3178
-1012, -3178
730, -2089
-1989, 1436
-330, -1321
-743, 910
-743, 910
-582, 1683
1225, -1070
1225, -1070
1225, -1070
-263, -1073
-494, 850
-1573, 1099
1832, -110
1832, -110
-689, 1001
1286, -114
1286, -114
1286, -114
1413, -1514
-2062, 451
-2507, 194
2414, 1947
2414, 1947
-2513, -3554
-74, 4337
-74, 4337
-74, 4337
3305, 2446
-419, -4308
-189, 3850
2267, -2604
2267, -2604
1181, 1938
-473, -2086
-473, -2086
-473, -2086
850, 2838
1732, -2346
-1386, 2210
2556, -650
2556, -650
-2310, 1522
2880, 90
2880, 90
2880, 90
-1046, -1557
-231, 2352
2942, 703
-1797, -2186
-1797, -2186
350, 1439
781, -1496
781, -1496
781, -1496
1818, -2218
-2723, 361
-350, 4118
2903, -2689
2903, -2689
1290, 414
-605, -1085
-605, -1085
-605, -1085
3576, 1165
-1756, -3041
422, -2353
-1700, 1799
-1700, 1799
2234, 169
-1582, -1557
-1582, -1557
-1582, -1557
-1213, 20
1064, 375
-3087, -1400
1616, 3133
1616, 3133
-459, 1106
814, -463
814, -463
814, -463
